EgoID,AlterID,Completed_1,Completed_2,Completed_3,Completed_4,Completed_5,Completed_6,Last page seen_1,Last page seen_2,Last page seen_3,Last page seen_4,Last page seen_5,Last page seen_6,Number.alter_1,Number.alter_2,Number.alter_3,Number.alter_4,Number.alter_5,Number.alter_6,5.activities [act01]_1,5.activities [act01]_2,5.activities [act01]_3,5.activities [act01]_4,5.activities [act01]_5,5.activities [act01]_6,5.activities [act02]_1,5.activities [act02]_2,5.activities [act02]_3,5.activities [act02]_4,5.activities [act02]_5,5.activities [act02]_6,5.activities [act03]_1,5.activities [act03]_2,5.activities [act03]_3,5.activities [act03]_4,5.activities [act03]_5,5.activities [act03]_6,5.activities [act04]_1,5.activities [act04]_2,5.activities [act04]_3,5.activities [act04]_4,5.activities [act04]_5,5.activities [act04]_6,5.activities [act05]_1,5.activities [act05]_2,5.activities [act05]_3,5.activities [act05]_4,5.activities [act05]_5,5.activities [act05]_6,AlterPosition_1,AlterPosition_2,AlterPosition_3,AlterPosition_4,AlterPosition_5,AlterPosition_6,Gender_1,Gender_2,Gender_3,Gender_4,Gender_5,Gender_6,Notre.Dame_1,Notre.Dame_2,Notre.Dame_3,Notre.Dame_4,Notre.Dame_5,Notre.Dame_6,whatdorm_1,whatdorm_2,whatdorm_3,whatdorm_4,whatdorm_5,whatdorm_6,Alter.music_1,Alter.music_2,Alter.music_3,Alter.music_4,Alter.music_5,Alter.music_6,Alter.movies_1,Alter.movies_2,Alter.movies_3,Alter.movies_4,Alter.movies_5,Alter.movies_6,Alter.books_1,Alter.books_2,Alter.books_3,Alter.books_4,Alter.books_5,Alter.books_6,Alter.sports_1,Alter.sports_2,Alter.sports_3,Alter.sports_4,Alter.sports_5,Alter.sports_6,Alter.games_1,Alter.games_2,Alter.games_3,Alter.games_4,Alter.games_5,Alter.games_6,Alter.outdoor_1,Alter.outdoor_2,Alter.outdoor_3,Alter.outdoor_4,Alter.outdoor_5,Alter.outdoor_6,same.activities [act01]_1,same.activities [act01]_2,same.activities [act01]_3,same.activities [act01]_4,same.activities [act01]_5,same.activities [act01]_6,same.activities [act02]_1,same.activities [act02]_2,same.activities [act02]_3,same.activities [act02]_4,same.activities [act02]_5,same.activities [act02]_6,same.activities [act03]_1,same.activities [act03]_2,same.activities [act03]_3,same.activities [act03]_4,same.activities [act03]_5,same.activities [act03]_6,same.activities [act04]_1,same.activities [act04]_2,same.activities [act04]_3,same.activities [act04]_4,same.activities [act04]_5,same.activities [act04]_6,same.activities [act05]_1,same.activities [act05]_2,same.activities [act05]_3,same.activities [act05]_4,same.activities [act05]_5,same.activities [act05]_6,Rel.type_1,Rel.type_2,Rel.type_3,Rel.type_4,Rel.type_5,Rel.type_6,Rel.type.other_1,Rel.type.other_2,Rel.type.other_3,Rel.type.other_4,Rel.type.other_5,Rel.type.other_6,Closeness_1,Closeness_2,Closeness_3,Closeness_4,Closeness_5,Closeness_6,Duration_1,Duration_2,Duration_3,Duration_4,Duration_5,Duration_6,Emotion [loving]_1,Emotion [loving]_2,Emotion [loving]_3,Emotion [loving]_4,Emotion [loving]_5,Emotion [loving]_6,Emotion [exciting]_1,Emotion [exciting]_2,Emotion [exciting]_3,Emotion [exciting]_4,Emotion [exciting]_5,Emotion [exciting]_6,Emotion [significant]_1,Emotion [significant]_2,Emotion [significant]_3,Emotion [significant]_4,Emotion [significant]_5,Emotion [significant]_6,subjective.similar_1,subjective.similar_2,subjective.similar_3,subjective.similar_4,subjective.similar_5,subjective.similar_6
10060,132078,NA,NA,5/17/2012 18:51:00,NA,NA,5/9/2013 23:17:45,NA,NA,69,NA,NA,44,NA,NA,17,NA,NA,17,NA,NA,26000,NA,NA,26000,NA,NA,32040,NA,NA,33000,NA,NA,31130,NA,NA,32040,NA,NA,21003,NA,NA,31130,NA,NA,13060,NA,NA,21003,NA,NA,12,NA,NA,8,NA,NA,Female,NA,NA,Female,NA,NA,Are attending,NA,NA,Are attending,NA,NA,262,NA,NA,262,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,Not that much,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,Very much,NA,NA,NA,NA,NA,Somewhat,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,Friend,NA,NA,Friend,NA,NA,NA,NA,NA,NA,NA,NA,Especially close,NA,NA,Especially close,NA,NA,0.75,NA,NA,1.75,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,8,NA,NA,6
10060,101602,NA,NA,NA,NA,1/20/2013 21:53:00,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,31130,NA,NA,NA,NA,NA,26000,NA,NA,NA,NA,NA,21003,NA,NA,NA,NA,NA,32040,NA,NA,NA,NA,NA,33000,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,Female,NA,NA,NA,NA,NA,No relationship to ND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very much,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,Not at all,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,Other family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Less than close,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,3,NA
10060,176536,NA,1/29/2012 21:35:00,5/17/2012 18:51:00,NA,1/20/2013 21:53:00,5/9/2013 23:17:45,NA,60,69,NA,70,44,NA,19,17,NA,16,17,NA,31130,26000,NA,31130,26000,NA,33000,32040,NA,26000,33000,NA,32040,31130,NA,21003,32040,NA,26000,21003,NA,32040,31130,NA,16000,13060,NA,33000,21003,NA,6,8,NA,6,7,NA,Female,Female,NA,Female,Female,NA,Are attending,Are attending,NA,Are attending,Are attending,NA,NA,262,NA,262,262,NA,Not that much,NA,NA,Not that much,Somewhat,NA,Not that much,NA,NA,Somewhat,Very much,NA,Somewhat,NA,NA,Very much,Very much,NA,Not that much,NA,NA,Somewhat,Somewhat,NA,Somewhat,NA,NA,Not that much,Somewhat,NA,Somewhat,NA,NA,Somewhat,Not that much,NA,0,1,NA,0,1,NA,0,1,NA,1,1,NA,1,0,NA,0,0,NA,1,0,NA,0,0,NA,0,0,NA,0,0,NA,Friend,Friend,NA,Friend,Friend,NA,NA,NA,NA,NA,NA,NA,Especially close,Especially close,NA,Especially close,Especially close,NA,0.42,0.75,NA,1.42,1.75,NA,0,0,NA,0,0,NA,1,1,NA,0,0,NA,1,1,NA,1,1,NA,9,10,NA,8,9
10060,108096,8/16/2011 11:40:00,NA,NA,8/16/2011 11:40:33,NA,NA,59,NA,NA,59,NA,NA,19,NA,NA,19,NA,NA,31130,NA,NA,31130,NA,NA,26000,NA,NA,26000,NA,NA,32040,NA,NA,32040,NA,NA,16021,NA,NA,16021,NA,NA,330210,NA,NA,330210,NA,NA,16,NA,NA,16,NA,NA,Female,NA,NA,Female,NA,NA,No relationship to ND,NA,NA,No relationship to ND,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Not at all,NA,NA,Not at all,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,Friend,NA,NA,Friend,NA,NA,NA,NA,NA,NA,NA,NA,Close,NA,NA,Close,NA,NA,4,NA,NA,4,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
10060,143943,8/16/2011 11:40:00,1/29/2012 21:35:00,5/17/2012 18:51:00,8/16/2011 11:40:33,1/20/2013 21:53:00,5/9/2013 23:17:45,59,60,69,59,70,44,19,19,17,19,16,17,31130,31130,26000,31130,31130,26000,26000,33000,32040,26000,26000,33000,32040,32040,31130,32040,21003,32040,16021,26000,21003,16021,32040,31130,330210,16000,13060,330210,33000,21003,1,1,1,1,1,1,Female,Female,Female,Female,Female,Female,No relationship to ND,No relationship to ND,No relationship to ND,No relationship to ND,No relationship to ND,No relationship to ND,NA,NA,NA,NA,NA,NA,Somewhat,Somewhat,NA,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,NA,Somewhat,Somewhat,Somewhat,Very much,Very much,NA,Very much,Very much,Very much,Not that much,Not at all,NA,Not that much,Not that much,Not that much,Very much,Somewhat,NA,Very much,Somewhat,Somewhat,Very much,Somewhat,NA,Very much,Very much,Very much,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,Parent,Parent,Parent,Parent,Parent,Parent,NA,NA,NA,NA,NA,NA,Especially close,Especially close,Especially close,Especially close,Especially close,Especially close,17,18,18,17,19,19,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,NA,9,9,NA,9,9
10060,109696,NA,NA,5/17/2012 18:51:00,NA,1/20/2013 21:53:00,5/9/2013 23:17:45,NA,NA,69,NA,70,44,NA,NA,17,NA,16,17,NA,NA,26000,NA,31130,26000,NA,NA,32040,NA,26000,33000,NA,NA,31130,NA,21003,32040,NA,NA,21003,NA,32040,31130,NA,NA,13060,NA,33000,21003,NA,NA,11,NA,7,9,NA,NA,Male,NA,Male,Male,NA,NA,Are attending,NA,Are attending,Are attending,NA,NA,150,NA,150,150,NA,NA,NA,NA,Very much,Very much,NA,NA,NA,NA,Very much,Very much,NA,NA,NA,NA,Very much,Very much,NA,NA,NA,NA,Very much,Very much,NA,NA,NA,NA,Somewhat,Somewhat,NA,NA,NA,NA,Very much,Somewhat,NA,NA,1,NA,1,1,NA,NA,1,NA,1,1,NA,NA,1,NA,1,0,NA,NA,1,NA,0,1,NA,NA,1,NA,1,1,NA,NA,Significant other,NA,Friend,Friend,NA,NA,NA,NA,NA,NA,NA,NA,Especially close,NA,Especially close,Especially close,NA,NA,0.75,NA,1.42,1.75,NA,NA,1,NA,0,0,NA,NA,0,NA,0,1,NA,NA,1,NA,1,1,NA,NA,8,NA,8,9
10060,103656,NA,1/29/2012 21:35:00,5/17/2012 18:51:00,NA,1/20/2013 21:53:00,NA,NA,60,69,NA,70,NA,NA,19,17,NA,16,NA,NA,31130,26000,NA,31130,NA,NA,33000,32040,NA,26000,NA,NA,32040,31130,NA,21003,NA,NA,26000,21003,NA,32040,NA,NA,16000,13060,NA,33000,NA,NA,15,15,NA,14,NA,NA,Female,Female,NA,Female,NA,NA,No relationship to ND,No relationship to ND,NA,No relationship to ND,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Very much,NA,NA,Not at all,NA,NA,Not at all,NA,NA,Somewhat,NA,NA,Very much,NA,NA,Somewhat,NA,NA,Very much,NA,NA,0,1,NA,0,NA,NA,1,0,NA,1,NA,NA,1,0,NA,0,NA,NA,0,0,NA,1,NA,NA,1,0,NA,0,NA,NA,Other family,Other family,NA,Other family,NA,NA,NA,NA,NA,NA,NA,NA,Less than close,Especially close,NA,Close,NA,NA,16,15,NA,16,NA,NA,0,0,NA,0,NA,NA,0,1,NA,0,NA,NA,0,0,NA,0,NA,NA,5,7,NA,5,NA
10060,171203,8/16/2011 11:40:00,1/29/2012 21:35:00,5/17/2012 18:51:00,8/16/2011 11:40:33,1/20/2013 21:53:00,5/9/2013 23:17:45,59,60,69,59,70,44,19,19,17,19,16,17,31130,31130,26000,31130,31130,26000,26000,33000,32040,26000,26000,33000,32040,32040,31130,32040,21003,32040,16021,26000,21003,16021,32040,31130,330210,16000,13060,330210,33000,21003,3,4,3,3,4,3,Male,Male,Male,Male,Male,Male,No relationship to ND,No relationship to ND,No relationship to ND,No relationship to ND,No relationship to ND,No relationship to ND,NA,NA,NA,NA,NA,NA,Very much,Very much,NA,Very much,Very much,Very much,Very much,Somewhat,NA,Very much,Very much,Somewhat,Very much,Very much,NA,Very much,Very much,Very much,Very much,Very much,NA,Very much,Very much,Very much,Very much,Very much,NA,Very much,Very much,Very much,Somewhat,Somewhat,NA,Somewhat,Very much,Somewhat,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,Sibling,Sibling,Sibling,Sibling,Sibling,Sibling,NA,NA,NA,NA,NA,NA,Especially close,Especially close,Especially close,Especially close,Especially close,Especially close,14,15,15,14,15,16,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,NA,9,10,NA,10,10
10060,163958,8/16/2011 11:40:00,NA,NA,8/16/2011 11:40:33,NA,NA,59,NA,NA,59,NA,NA,19,NA,NA,19,NA,NA,31130,NA,NA,31130,NA,NA,26000,NA,NA,26000,NA,NA,32040,NA,NA,32040,NA,NA,16021,NA,NA,16021,NA,NA,330210,NA,NA,330210,NA,NA,18,NA,NA,18,NA,NA,Female,NA,NA,Female,NA,NA,No relationship to ND,NA,NA,No relationship to ND,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Very much,NA,NA,Very much,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Not that much,NA,NA,Not that much,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,Friend,NA,NA,Friend,NA,NA,NA,NA,NA,NA,NA,NA,Especially close,NA,NA,Especially close,NA,NA,2,NA,NA,2,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
10060,120230,8/16/2011 11:40:00,1/29/2012 21:35:00,NA,8/16/2011 11:40:33,1/20/2013 21:53:00,5/9/2013 23:17:45,59,60,NA,59,70,44,19,19,NA,19,16,17,31130,31130,NA,31130,31130,26000,26000,33000,NA,26000,26000,33000,32040,32040,NA,32040,21003,32040,16021,26000,NA,16021,32040,31130,330210,16000,NA,330210,33000,21003,20,9,NA,20,10,16,Female,Female,NA,Female,Female,Female,No relationship to ND,No relationship to ND,NA,No relationship to ND,No relationship to ND,No relationship to ND,NA,NA,NA,NA,NA,NA,Somewhat,Not that much,NA,Somewhat,Somewhat,Somewhat,Not that much,Somewhat,NA,Not that much,Not that much,Somewhat,Not that much,Not that much,NA,Not that much,Not that much,Not that much,Not at all,Not that much,NA,Not at all,Not at all,Not that much,Very much,Very much,NA,Very much,Very much,Somewhat,Very much,Somewhat,NA,Very much,Not that much,Somewhat,0,0,NA,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,1,0,NA,1,0,0,0,1,NA,0,1,1,Other family,Other family,NA,Other family,Other family,Other family,NA,NA,NA,NA,NA,NA,Close,Close,NA,Close,Close,Close,15,15,NA,15,16,16,1,1,NA,1,0,0,0,0,NA,0,0,0,0,0,NA,0,1,0,NA,8,NA,NA,6,5
10281,177461,NA,NA,NA,NA,NA,5/4/2013 15:39:17,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,21003,NA,NA,NA,NA,NA,32050,NA,NA,NA,NA,NA,31020,NA,NA,NA,NA,NA,31060,NA,NA,NA,NA,NA,34000,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,Male,NA,NA,NA,NA,NA,Are attending,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,NA,Very much,NA,NA,NA,NA,NA,Very much,NA,NA,NA,NA,NA,Very much,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,Very much,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Friend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Close,NA,NA,NA,NA,NA,1.75,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,6
10281,191894,8/15/2011 22:02:00,NA,NA,8/15/2011 22:02:32,NA,NA,54,NA,NA,54,NA,NA,14,NA,NA,14,NA,NA,31060,NA,NA,31060,NA,NA,32000,NA,NA,32000,NA,NA,33004,NA,NA,33004,NA,NA,24040,NA,NA,24040,NA,NA,34001,NA,NA,34001,NA,NA,11,NA,NA,11,NA,NA,Female,NA,NA,Female,NA,NA,No relationship to ND,NA,NA,No relationship to ND,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Very much,NA,NA,Very much,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Very much,NA,NA,Very much,NA,NA,Very much,NA,NA,Very much,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Close,NA,NA,Close,NA,NA,12,NA,NA,12,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
10281,191753,NA,NA,NA,NA,1/25/2013 14:30:00,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,33004,NA,NA,NA,NA,NA,31000,NA,NA,NA,NA,NA,34000,NA,NA,NA,NA,NA,21003,NA,NA,NA,NA,NA,27060,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Female,NA,NA,NA,NA,NA,Did attend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,Very much,NA,NA,NA,NA,NA,Very much,NA,NA,NA,NA,NA,Very much,NA,NA,NA,NA,NA,Very much,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Especially close,NA,NA,NA,NA,NA,19.58,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,7,NA
10281,163051,8/15/2011 22:02:00,2/10/2012 17:16:00,5/14/2012 15:48:00,8/15/2011 22:02:32,1/25/2013 14:30:00,5/4/2013 15:39:17,54,56,69,54,70,44,14,15,15,14,14,14,31060,32050,31060,31060,33004,21003,32000,31060,21045,32000,31000,32050,33004,33004,32050,33004,34000,31020,24040,21045,33004,24040,21003,31060,34001,31170,24040,34001,27060,34000,7,5,4,7,4,4,Female,Female,Female,Female,Female,Female,No relationship to ND,No relationship to ND,Did attend,No relationship to ND,Did attend,No relationship to ND,NA,NA,NA,NA,NA,NA,Somewhat,Very much,NA,Somewhat,Somewhat,Somewhat,Very much,Very much,NA,Very much,Very much,Very much,Very much,Very much,NA,Very much,Very much,Very much,Very much,Very much,NA,Very much,Very much,Very much,Very much,NA,NA,Very much,Very much,Very much,Not that much,Not that much,NA,Not that much,Somewhat,Not that much,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,Other family,Other family,Other family,Other family,Other family,Other family,NA,NA,NA,NA,NA,NA,Especially close,Especially close,Especially close,Especially close,Especially close,Especially close,18,18,18,18,19.58,19.75,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,NA,6,5,NA,5,5
10281,102229,NA,NA,NA,NA,NA,5/4/2013 15:39:17,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,21003,NA,NA,NA,NA,NA,32050,NA,NA,NA,NA,NA,31020,NA,NA,NA,NA,NA,31060,NA,NA,NA,NA,NA,34000,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,Female,NA,NA,NA,NA,NA,No relationship to ND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very much,NA,NA,NA,NA,NA,Very much,NA,NA,NA,NA,NA,Very much,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,Very much,NA,NA,NA,NA,NA,Very much,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,Friend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Especially close,NA,NA,NA,NA,NA,5.75,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,6
10281,194483,8/15/2011 22:02:00,2/10/2012 17:16:00,NA,8/15/2011 22:02:32,NA,NA,54,56,NA,54,NA,NA,14,15,NA,14,NA,NA,31060,32050,NA,31060,NA,NA,32000,31060,NA,32000,NA,NA,33004,33004,NA,33004,NA,NA,24040,21045,NA,24040,NA,NA,34001,31170,NA,34001,NA,NA,14,12,NA,14,NA,NA,Male,Male,NA,Male,NA,NA,No relationship to ND,No relationship to ND,NA,No relationship to ND,NA,NA,NA,NA,NA,NA,NA,NA,Very much,Very much,NA,Very much,NA,NA,Very much,Somewhat,NA,Very much,NA,NA,Not at all,Not that much,NA,Not at all,NA,NA,Very much,Very much,NA,Very much,NA,NA,Very much,Somewhat,NA,Very much,NA,NA,Very much,Very much,NA,Very much,NA,NA,1,1,NA,1,NA,NA,1,1,NA,1,NA,NA,1,1,NA,1,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,Friend,Friend,NA,Friend,NA,NA,NA,NA,NA,NA,NA,NA,Close,Close,NA,Close,NA,NA,4,5,NA,4,NA,NA,0,0,NA,0,NA,NA,1,1,NA,1,NA,NA,1,0,NA,1,NA,NA,NA,9,NA,NA,NA,NA
10281,189285,NA,NA,NA,NA,NA,5/4/2013 15:39:17,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,21003,NA,NA,NA,NA,NA,32050,NA,NA,NA,NA,NA,31020,NA,NA,NA,NA,NA,31060,NA,NA,NA,NA,NA,34000,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,Male,NA,NA,NA,NA,NA,Are attending,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,NA,Very much,NA,NA,NA,NA,NA,Very much,NA,NA,NA,NA,NA,Very much,NA,NA,NA,NA,NA,Very much,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,Very much,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Friend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Close,NA,NA,NA,NA,NA,1.75,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,7
10281,117187,NA,2/10/2012 17:16:00,5/14/2012 15:48:00,NA,1/25/2013 14:30:00,NA,NA,56,69,NA,70,NA,NA,15,15,NA,14,NA,NA,32050,31060,NA,33004,NA,NA,31060,21045,NA,31000,NA,NA,33004,32050,NA,34000,NA,NA,21045,33004,NA,21003,NA,NA,31170,24040,NA,27060,NA,NA,9,14,NA,9,NA,NA,Male,Male,NA,Male,NA,NA,Are attending,Are attending,NA,Are attending,NA,NA,NA,105,NA,105,NA,NA,Very much,NA,NA,Very much,NA,NA,Very much,NA,NA,Very much,NA,NA,Not that much,NA,NA,Very much,NA,NA,Very much,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Very much,NA,NA,Very much,NA,NA,Very much,NA,NA,1,1,NA,1,NA,NA,1,0,NA,1,NA,NA,1,0,NA,1,NA,NA,0,1,NA,1,NA,NA,1,0,NA,1,NA,NA,Friend,Friend,NA,Friend,NA,NA,NA,NA,NA,NA,NA,NA,Close,Close,NA,Close,NA,NA,0.42,0.75,NA,1.42,NA,NA,0,0,NA,0,NA,NA,1,1,NA,1,NA,NA,0,0,NA,0,NA,NA,8,8,NA,4,NA
10281,160879,8/15/2011 22:02:00,2/10/2012 17:16:00,5/14/2012 15:48:00,8/15/2011 22:02:32,1/25/2013 14:30:00,5/4/2013 15:39:17,54,56,69,54,70,44,14,15,15,14,14,14,31060,32050,31060,31060,33004,21003,32000,31060,21045,32000,31000,32050,33004,33004,32050,33004,34000,31020,24040,21045,33004,24040,21003,31060,34001,31170,24040,34001,27060,34000,6,15,8,6,13,7,Male,Male,Male,Male,Male,Male,No relationship to ND,No relationship to ND,No relationship to ND,No relationship to ND,No relationship to ND,No relationship to ND,NA,NA,NA,NA,NA,NA,Somewhat,Very much,NA,Somewhat,Very much,Very much,Very much,Somewhat,NA,Very much,Very much,Very much,Not that much,Not that much,NA,Not that much,Not that much,Very much,Not that much,Somewhat,NA,Not that much,Somewhat,Somewhat,Very much,Very much,NA,Very much,Very much,Very much,Very much,Very much,NA,Very much,Very much,Very much,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,Friend,Friend,Friend,Friend,Friend,Friend,NA,NA,NA,NA,NA,NA,Close,Especially close,Especially close,Close,Especially close,Especially close,12,13,11,12,10.42,12.75,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,NA,9,9,NA,9,6
10281,112475,8/15/2011 22:02:00,2/10/2012 17:16:00,5/14/2012 15:48:00,8/15/2011 22:02:32,1/25/2013 14:30:00,5/4/2013 15:39:17,54,56,69,54,70,44,14,15,15,14,14,14,31060,32050,31060,31060,33004,21003,32000,31060,21045,32000,31000,32050,33004,33004,32050,33004,34000,31020,24040,21045,33004,24040,21003,31060,34001,31170,24040,34001,27060,34000,3,3,3,3,3,2,Female,Female,Female,Female,Female,Female,No relationship to ND,No relationship to ND,Are attending,No relationship to ND,Are attending,No relationship to ND,NA,NA,NA,NA,NA,NA,Very much,Very much,NA,Very much,Somewhat,Somewhat,Very much,Very much,NA,Very much,Very much,Very much,Not that much,Not that much,NA,Not that much,Not that much,Not that much,Very much,Somewhat,NA,Very much,Somewhat,Not that much,Very much,Somewhat,NA,Very much,Very much,Very much,Very much,Very much,NA,Very much,Very much,Very much,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,Sibling,Sibling,Sibling,Sibling,Sibling,Sibling,NA,NA,NA,NA,NA,NA,Especially close,Especially close,Especially close,Especially close,Especially close,Especially close,18,18,18,18,19.58,19.75,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,NA,7,4,NA,6,5
