EgoID,AlterID,Completed_1,Completed_2,Completed_3,Completed_4,Completed_5,Completed_6,Last page seen_1,Last page seen_2,Last page seen_3,Last page seen_4,Last page seen_5,Last page seen_6,Number.alter_1,Number.alter_2,Number.alter_3,Number.alter_4,Number.alter_5,Number.alter_6,5.activities [act01]_1,5.activities [act01]_2,5.activities [act01]_3,5.activities [act01]_4,5.activities [act01]_5,5.activities [act01]_6,5.activities [act02]_1,5.activities [act02]_2,5.activities [act02]_3,5.activities [act02]_4,5.activities [act02]_5,5.activities [act02]_6,5.activities [act03]_1,5.activities [act03]_2,5.activities [act03]_3,5.activities [act03]_4,5.activities [act03]_5,5.activities [act03]_6,5.activities [act04]_1,5.activities [act04]_2,5.activities [act04]_3,5.activities [act04]_4,5.activities [act04]_5,5.activities [act04]_6,5.activities [act05]_1,5.activities [act05]_2,5.activities [act05]_3,5.activities [act05]_4,5.activities [act05]_5,5.activities [act05]_6,AlterPosition_1,AlterPosition_2,AlterPosition_3,AlterPosition_4,AlterPosition_5,AlterPosition_6,Gender_1,Gender_2,Gender_3,Gender_4,Gender_5,Gender_6,Notre.Dame_1,Notre.Dame_2,Notre.Dame_3,Notre.Dame_4,Notre.Dame_5,Notre.Dame_6,whatdorm_1,whatdorm_2,whatdorm_3,whatdorm_4,whatdorm_5,whatdorm_6,Alter.music_1,Alter.music_2,Alter.music_3,Alter.music_4,Alter.music_5,Alter.music_6,Alter.movies_1,Alter.movies_2,Alter.movies_3,Alter.movies_4,Alter.movies_5,Alter.movies_6,Alter.books_1,Alter.books_2,Alter.books_3,Alter.books_4,Alter.books_5,Alter.books_6,Alter.sports_1,Alter.sports_2,Alter.sports_3,Alter.sports_4,Alter.sports_5,Alter.sports_6,Alter.games_1,Alter.games_2,Alter.games_3,Alter.games_4,Alter.games_5,Alter.games_6,Alter.outdoor_1,Alter.outdoor_2,Alter.outdoor_3,Alter.outdoor_4,Alter.outdoor_5,Alter.outdoor_6,same.activities [act01]_1,same.activities [act01]_2,same.activities [act01]_3,same.activities [act01]_4,same.activities [act01]_5,same.activities [act01]_6,same.activities [act02]_1,same.activities [act02]_2,same.activities [act02]_3,same.activities [act02]_4,same.activities [act02]_5,same.activities [act02]_6,same.activities [act03]_1,same.activities [act03]_2,same.activities [act03]_3,same.activities [act03]_4,same.activities [act03]_5,same.activities [act03]_6,same.activities [act04]_1,same.activities [act04]_2,same.activities [act04]_3,same.activities [act04]_4,same.activities [act04]_5,same.activities [act04]_6,same.activities [act05]_1,same.activities [act05]_2,same.activities [act05]_3,same.activities [act05]_4,same.activities [act05]_5,same.activities [act05]_6,Rel.type_1,Rel.type_2,Rel.type_3,Rel.type_4,Rel.type_5,Rel.type_6,Rel.type.other_1,Rel.type.other_2,Rel.type.other_3,Rel.type.other_4,Rel.type.other_5,Rel.type.other_6,Closeness_1,Closeness_2,Closeness_3,Closeness_4,Closeness_5,Closeness_6,Duration_1,Duration_2,Duration_3,Duration_4,Duration_5,Duration_6,Emotion [loving]_1,Emotion [loving]_2,Emotion [loving]_3,Emotion [loving]_4,Emotion [loving]_5,Emotion [loving]_6,Emotion [exciting]_1,Emotion [exciting]_2,Emotion [exciting]_3,Emotion [exciting]_4,Emotion [exciting]_5,Emotion [exciting]_6,Emotion [significant]_1,Emotion [significant]_2,Emotion [significant]_3,Emotion [significant]_4,Emotion [significant]_5,Emotion [significant]_6,subjective.similar_1,subjective.similar_2,subjective.similar_3,subjective.similar_4,subjective.similar_5,subjective.similar_6
18394,149702,NA,NA,5/16/2012 14:36:00,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,18010,NA,NA,NA,NA,NA,31170,NA,NA,NA,NA,NA,21020,NA,NA,NA,NA,NA,22062,NA,NA,NA,NA,NA,19042,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,Female,NA,NA,NA,NA,NA,No relationship to ND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,Friend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Less than close,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,7,NA,NA,NA
18394,124853,8/22/2011 17:12:00,2/7/2012 1:21:00,5/16/2012 14:36:00,8/22/2011 17:12:17,1/22/2013 12:25:00,5/3/2013 21:33:07,57,54,69,57,70,44,17,13,15,17,11,7,14030,31170,18010,14030,21020,32040,16010,21020,31170,16010,32000,29061,18010,29071,21020,18010,18011,18010,22070,32040,22062,22070,34032,26000,33047,17041,19042,33047,29061,21020,4,6,15,4,11,3,Female,Female,Female,Female,Female,Female,Will attend,Will attend,Will attend,Will attend,Will attend,Will attend,NA,NA,NA,NA,NA,NA,Very much,Very much,NA,Very much,Somewhat,Somewhat,Somewhat,Somewhat,NA,Somewhat,Not that much,Somewhat,Not that much,Somewhat,NA,Not that much,Not that much,Not that much,Somewhat,Somewhat,NA,Somewhat,Not that much,Not that much,Very much,Somewhat,NA,Very much,Somewhat,Somewhat,Very much,Very much,NA,Very much,Somewhat,Very much,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,Sibling,Sibling,Sibling,Sibling,Sibling,Sibling,NA,NA,NA,NA,NA,NA,Close,Close,Especially close,Close,Especially close,Especially close,14,15,15,14,16,16,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,NA,9,8,NA,7,8
18394,132892,8/22/2011 17:12:00,NA,NA,8/22/2011 17:12:17,NA,NA,57,NA,NA,57,NA,NA,17,NA,NA,17,NA,NA,14030,NA,NA,14030,NA,NA,16010,NA,NA,16010,NA,NA,18010,NA,NA,18010,NA,NA,22070,NA,NA,22070,NA,NA,33047,NA,NA,33047,NA,NA,11,NA,NA,11,NA,NA,Female,NA,NA,Female,NA,NA,No relationship to ND,NA,NA,No relationship to ND,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Very much,NA,NA,Very much,NA,NA,Not that much,NA,NA,Not that much,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,Friend,NA,NA,Friend,NA,NA,NA,NA,NA,NA,NA,NA,Especially close,NA,NA,Especially close,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
18394,120904,NA,2/7/2012 1:21:00,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,31170,NA,NA,NA,NA,NA,21020,NA,NA,NA,NA,NA,29071,NA,NA,NA,NA,NA,32040,NA,NA,NA,NA,NA,17041,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,Female,NA,NA,NA,NA,NA,No relationship to ND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very much,NA,NA,NA,NA,NA,Very much,NA,NA,NA,NA,NA,Very much,NA,NA,NA,NA,NA,Not that much,NA,NA,NA,NA,NA,Very much,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Friend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Close,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,9,NA,NA,NA,NA
18394,129725,8/22/2011 17:12:00,2/7/2012 1:21:00,NA,8/22/2011 17:12:17,NA,5/3/2013 21:33:07,57,54,NA,57,NA,44,17,13,NA,17,NA,7,14030,31170,NA,14030,NA,32040,16010,21020,NA,16010,NA,29061,18010,29071,NA,18010,NA,18010,22070,32040,NA,22070,NA,26000,33047,17041,NA,33047,NA,21020,2,5,NA,2,NA,2,Male,Male,NA,Male,NA,Male,Did attend,Did attend,NA,Did attend,NA,Did attend,NA,NA,NA,NA,NA,NA,Somewhat,Not that much,NA,Somewhat,NA,Not that much,Not that much,Somewhat,NA,Not that much,NA,Very much,Very much,Very much,NA,Very much,NA,Very much,Very much,Very much,NA,Very much,NA,Somewhat,Not that much,Not at all,NA,Not that much,NA,Not that much,Somewhat,Not that much,NA,Somewhat,NA,Somewhat,0,0,NA,0,NA,0,0,1,NA,0,NA,0,0,1,NA,0,NA,0,1,0,NA,1,NA,1,0,1,NA,0,NA,1,Parent,Parent,NA,Parent,NA,Parent,NA,NA,NA,NA,NA,NA,Close,Close,NA,Close,NA,Close,18,19,NA,18,NA,20,1,1,NA,1,NA,1,0,0,NA,0,NA,0,1,1,NA,1,NA,1,NA,6,NA,NA,NA,5
18394,190199,8/22/2011 17:12:00,NA,NA,8/22/2011 17:12:17,NA,NA,57,NA,NA,57,NA,NA,17,NA,NA,17,NA,NA,14030,NA,NA,14030,NA,NA,16010,NA,NA,16010,NA,NA,18010,NA,NA,18010,NA,NA,22070,NA,NA,22070,NA,NA,33047,NA,NA,33047,NA,NA,15,NA,NA,15,NA,NA,Male,NA,NA,Male,NA,NA,No relationship to ND,NA,NA,No relationship to ND,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Not that much,NA,NA,Not that much,NA,NA,Very much,NA,NA,Very much,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,Friend,NA,NA,Friend,NA,NA,NA,NA,NA,NA,NA,NA,Close,NA,NA,Close,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
18394,176680,NA,NA,5/16/2012 14:36:00,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,18010,NA,NA,NA,NA,NA,31170,NA,NA,NA,NA,NA,21020,NA,NA,NA,NA,NA,22062,NA,NA,NA,NA,NA,19042,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,Male,NA,NA,NA,NA,NA,Are attending,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,Friend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Close,NA,NA,NA,NA,NA,0.42,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,5,NA,NA,NA
18420,111513,NA,NA,NA,NA,1/28/2013 21:10:00,5/2/2013 18:51:02,NA,NA,NA,NA,70,44,NA,NA,NA,NA,16,19,NA,NA,NA,NA,23043,23043,NA,NA,NA,NA,27061,18030,NA,NA,NA,NA,33000,33000,NA,NA,NA,NA,29021,14010,NA,NA,NA,NA,22010,29020,NA,NA,NA,NA,4,2,NA,NA,NA,NA,Female,Female,NA,NA,NA,NA,No relationship to ND,No relationship to ND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not at all,Not that much,NA,NA,NA,NA,Not at all,Very much,NA,NA,NA,NA,Don't know,Not at all,NA,NA,NA,NA,Not at all,Not at all,NA,NA,NA,NA,Not at all,Not at all,NA,NA,NA,NA,Not at all,Not at all,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,Other family,Other family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Especially close,Especially close,NA,NA,NA,NA,20,20,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,5,7
18420,151014,NA,NA,NA,NA,1/28/2013 21:10:00,5/2/2013 18:51:02,NA,NA,3,NA,70,44,NA,NA,NA,NA,16,19,NA,NA,NA,NA,23043,23043,NA,NA,NA,NA,27061,18030,NA,NA,NA,NA,33000,33000,NA,NA,NA,NA,29021,14010,NA,NA,NA,NA,22010,29020,NA,NA,1,NA,8,11,NA,NA,NA,NA,Male,Male,NA,NA,NA,NA,Are attending,Are attending,NA,NA,NA,NA,150,150,NA,NA,NA,NA,Very much,Very much,NA,NA,NA,NA,Somewhat,Very much,NA,NA,NA,NA,Don't know,Don't know,NA,NA,NA,NA,Not that much,Not at all,NA,NA,NA,NA,Very much,Very much,NA,NA,NA,NA,Not at all,Not at all,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,Friend,Friend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Less than close,Distant,NA,NA,NA,NA,1.42,2,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,3,2
18420,112367,8/24/2011 20:21:00,NA,NA,8/24/2011 20:21:37,NA,NA,60,NA,NA,60,NA,NA,20,NA,NA,20,NA,NA,27061,NA,NA,27061,NA,NA,18030,NA,NA,18030,NA,NA,22040,NA,NA,22040,NA,NA,33004,NA,NA,33004,NA,NA,20000,NA,NA,20000,NA,NA,15,NA,NA,15,NA,NA,Male,NA,NA,Male,NA,NA,No relationship to ND,NA,NA,No relationship to ND,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Don't know,NA,NA,Don't know,NA,NA,Don't know,NA,NA,Don't know,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,Not that much,NA,NA,Not that much,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,Acquaintance,NA,NA,Acquaintance,NA,NA,NA,NA,NA,NA,NA,NA,Close,NA,NA,Close,NA,NA,5,NA,NA,5,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
18420,140638,8/24/2011 20:21:00,NA,NA,8/24/2011 20:21:37,NA,NA,60,NA,NA,60,NA,NA,20,NA,NA,20,NA,NA,27061,NA,NA,27061,NA,NA,18030,NA,NA,18030,NA,NA,22040,NA,NA,22040,NA,NA,33004,NA,NA,33004,NA,NA,20000,NA,NA,20000,NA,NA,18,NA,NA,18,NA,NA,Male,NA,NA,Male,NA,NA,No relationship to ND,NA,NA,No relationship to ND,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,NA,NA,Don't know,NA,NA,Don't know,NA,NA,Don't know,NA,NA,Don't know,NA,NA,Don't know,NA,NA,Don't know,NA,NA,Don't know,NA,NA,Not at all,NA,NA,Not at all,NA,NA,Somewhat,NA,NA,Somewhat,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,Acquaintance,NA,NA,Acquaintance,NA,NA,NA,NA,NA,NA,NA,NA,Close,NA,NA,Close,NA,NA,5,NA,NA,5,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
18420,144980,NA,NA,NA,NA,1/28/2013 21:10:00,5/2/2013 18:51:02,NA,11,NA,NA,70,44,NA,20,NA,NA,16,19,NA,NA,NA,NA,23043,23043,NA,NA,NA,NA,27061,18030,NA,NA,NA,NA,33000,33000,NA,NA,NA,NA,29021,14010,NA,NA,NA,NA,22010,29020,NA,15,NA,NA,12,19,NA,NA,NA,NA,Male,Male,NA,NA,NA,NA,No relationship to ND,No relationship to ND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very much,Very much,NA,NA,NA,NA,Very much,Very much,NA,NA,NA,NA,Very much,Don't know,NA,NA,NA,NA,Somewhat,Somewhat,NA,NA,NA,NA,Somewhat,Not at all,NA,NA,NA,NA,Very much,Very much,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0,1,NA,Friend,NA,NA,Friend,Friend,NA,NA,NA,NA,NA,NA,NA,Close,NA,NA,Close,Close,NA,7,NA,NA,7.42,8,NA,0,NA,NA,0,0,NA,0,NA,NA,1,1,NA,1,NA,NA,1,1,NA,8,NA,NA,7,8
18420,117239,8/24/2011 20:21:00,NA,NA,8/24/2011 20:21:37,1/28/2013 21:10:00,5/2/2013 18:51:02,60,11,NA,60,70,44,20,20,NA,20,16,19,27061,NA,NA,27061,23043,23043,18030,NA,NA,18030,27061,18030,22040,NA,NA,22040,33000,33000,33004,NA,NA,33004,29021,14010,20000,NA,NA,20000,22010,29020,12,17,NA,12,2,1,Male,NA,NA,Male,Male,Male,No relationship to ND,NA,NA,No relationship to ND,No relationship to ND,No relationship to ND,NA,NA,NA,NA,NA,NA,Very much,NA,NA,Very much,Somewhat,Very much,Not that much,NA,NA,Not that much,Somewhat,Very much,Don't know,NA,NA,Don't know,Don't know,Don't know,Not at all,NA,NA,Not at all,Not at all,Not at all,Not that much,NA,NA,Not that much,Somewhat,Not that much,Not that much,NA,NA,Not that much,Don't know,Somewhat,1,NA,NA,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,1,1,0,NA,NA,0,1,0,1,NA,NA,1,0,1,Friend,Friend,NA,Friend,Friend,Friend,NA,NA,NA,NA,NA,NA,Close,Close,NA,Close,Close,Close,3,4,NA,3,4.42,5,0,0,NA,0,0,0,0,0,NA,0,0,1,1,1,NA,1,1,1,NA,7,NA,NA,6,6
18420,116408,NA,NA,NA,NA,1/28/2013 21:10:00,5/2/2013 18:51:02,NA,NA,NA,NA,70,44,NA,NA,NA,NA,16,19,NA,NA,NA,NA,23043,23043,NA,NA,NA,NA,27061,18030,NA,NA,NA,NA,33000,33000,NA,NA,NA,NA,29021,14010,NA,NA,NA,NA,22010,29020,NA,NA,NA,NA,6,4,NA,NA,NA,NA,Male,Male,NA,NA,NA,NA,No relationship to ND,No relationship to ND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not at all,Not that much,NA,NA,NA,NA,Somewhat,Somewhat,NA,NA,NA,NA,Somewhat,Somewhat,NA,NA,NA,NA,Not that much,Not at all,NA,NA,NA,NA,Not at all,Not at all,NA,NA,NA,NA,Not at all,Not that much,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,Parent,Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Especially close,Especially close,NA,NA,NA,NA,20,20,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,5,7
18420,159219,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Friend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Especially close,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
18420,193860,8/24/2011 20:21:00,NA,NA,8/24/2011 20:21:37,NA,NA,60,11,NA,60,NA,NA,20,20,NA,20,NA,NA,27061,NA,NA,27061,NA,NA,18030,NA,NA,18030,NA,NA,22040,NA,NA,22040,NA,NA,33004,NA,NA,33004,NA,NA,20000,NA,NA,20000,NA,NA,4,16,NA,4,NA,NA,Male,NA,NA,Male,NA,NA,No relationship to ND,NA,NA,No relationship to ND,NA,NA,NA,NA,NA,NA,NA,NA,Very much,NA,NA,Very much,NA,NA,Very much,NA,NA,Very much,NA,NA,Not at all,NA,NA,Not at all,NA,NA,Not at all,NA,NA,Not at all,NA,NA,Very much,NA,NA,Very much,NA,NA,Not at all,NA,NA,Not at all,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,Friend,Friend,NA,Friend,NA,NA,NA,NA,NA,NA,NA,NA,Close,Less than close,NA,Close,NA,NA,3,4,NA,3,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,1,0,NA,1,NA,NA,NA,6,NA,NA,NA,NA
18420,136263,NA,NA,NA,NA,1/28/2013 21:10:00,5/2/2013 18:51:02,NA,3,3,NA,70,44,NA,20,NA,NA,16,19,NA,NA,NA,NA,23043,23043,NA,NA,NA,NA,27061,18030,NA,NA,NA,NA,33000,33000,NA,NA,NA,NA,29021,14010,NA,NA,NA,NA,22010,29020,NA,18,3,NA,9,12,NA,NA,NA,NA,Female,Female,NA,NA,NA,NA,Are attending,Are attending,NA,NA,NA,NA,212,212,NA,NA,NA,NA,Very much,Very much,NA,NA,NA,NA,Somewhat,Very much,NA,NA,NA,NA,Don't know,Don't know,NA,NA,NA,NA,Not that much,Somewhat,NA,NA,NA,NA,Not at all,Somewhat,NA,NA,NA,NA,Not at all,Don't know,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,Friend,Friend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Less than close,Distant,NA,NA,NA,NA,1.42,2,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,3,2
18420,148939,NA,NA,NA,NA,1/28/2013 21:10:00,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,23043,NA,NA,NA,NA,NA,27061,NA,NA,NA,NA,NA,33000,NA,NA,NA,NA,NA,29021,NA,NA,NA,NA,NA,22010,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,Male,NA,NA,NA,NA,NA,No relationship to ND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very much,NA,NA,NA,NA,NA,Very much,NA,NA,NA,NA,NA,Very much,NA,NA,NA,NA,NA,Not at all,NA,NA,NA,NA,NA,Somewhat,NA,NA,NA,NA,NA,Very much,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,Friend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Close,NA,NA,NA,NA,NA,9.42,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,8,NA
18420,170352,NA,NA,NA,NA,1/28/2013 21:10:00,5/2/2013 18:51:02,NA,NA,NA,NA,70,44,NA,NA,NA,NA,16,19,NA,NA,NA,NA,23043,23043,NA,NA,NA,NA,27061,18030,NA,NA,NA,NA,33000,33000,NA,NA,NA,NA,29021,14010,NA,NA,NA,NA,22010,29020,NA,NA,NA,NA,5,3,NA,NA,NA,NA,Female,Female,NA,NA,NA,NA,No relationship to ND,No relationship to ND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not at all,Not that much,NA,NA,NA,NA,Not that much,Very much,NA,NA,NA,NA,Not at all,Not at all,NA,NA,NA,NA,Not at all,Not at all,NA,NA,NA,NA,Not at all,Not at all,NA,NA,NA,NA,Not at all,Not at all,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,Parent,Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Especially close,Especially close,NA,NA,NA,NA,20,20,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,5,7
18420,137239,8/24/2011 20:21:00,NA,NA,8/24/2011 20:21:37,1/28/2013 21:10:00,NA,60,11,NA,60,70,NA,20,20,NA,20,16,NA,27061,NA,NA,27061,23043,NA,18030,NA,NA,18030,27061,NA,22040,NA,NA,22040,33000,NA,33004,NA,NA,33004,29021,NA,20000,NA,NA,20000,22010,NA,1,5,NA,1,1,NA,Male,NA,NA,Male,Male,NA,No relationship to ND,NA,NA,No relationship to ND,No relationship to ND,NA,NA,NA,NA,NA,NA,NA,Very much,NA,NA,Very much,Somewhat,NA,Somewhat,NA,NA,Somewhat,Somewhat,NA,Not at all,NA,NA,Not at all,Don't know,NA,Somewhat,NA,NA,Somewhat,Very much,NA,Very much,NA,NA,Very much,Very much,NA,Very much,NA,NA,Very much,Very much,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,1,NA,NA,1,1,NA,1,NA,NA,1,1,NA,1,NA,NA,1,1,NA,Friend,Friend,NA,Friend,Friend,NA,NA,NA,NA,NA,NA,NA,Especially close,Especially close,NA,Especially close,Close,NA,11,10,NA,11,9.42,NA,0,0,NA,0,0,NA,1,1,NA,1,1,NA,1,1,NA,1,1,NA,NA,10,NA,NA,8,NA
